id;name;university;faculty;exam;match_key_x;matched_key;match_score;match_key_y;study_field
1.2.246.562.20.00000000000000056871;Materiaalitekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;Turun yliopisto;Teknillinen tiedekunta;A;Materiaalitekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta | Turun yliopisto;Materiaalitekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;93.3920704845815;Materiaalitekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;tekniikka
1.2.246.562.20.00000000000000056874;Tietojenkäsittelytiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Turun yliopisto;Teknillinen tiedekunta;A;Tietojenkäsittelytiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;Tietojenkäsittelytiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;100.0;Tietojenkäsittelytiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;tietojenkäsittelytieteet
1.2.246.562.20.00000000000000056872;Tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;Turun yliopisto;Teknillinen tiedekunta;A;Tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta | Turun yliopisto;Tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;93.08755760368663;Tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;tekniikka
1.2.246.562.20.00000000000000056873;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;Turun yliopisto;Teknillinen tiedekunta;A;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta | Turun yliopisto;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;93.08755760368663;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-valintayhteistyö | Turun yliopisto;tekniikka
1.2.246.562.20.00000000000000064173;Automaatio ja tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025;Vaasan yliopisto;Tekniikan ja innovaatiojohtamisen yksikkö;A;Automaatio ja tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025 | Vaasan yliopisto;Automaatio ja tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;92.1259842519685;Automaatio ja tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;tekniikka
1.2.246.562.20.00000000000000064190;Data-arkkitehtuuri, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025;Vaasan yliopisto;Tekniikan ja innovaatiojohtamisen yksikkö;A;Data-arkkitehtuuri, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025 | Vaasan yliopisto;Data-arkkitehtuuri, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;91.45299145299145;Data-arkkitehtuuri, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;tekniikka
1.2.246.562.20.00000000000000064201;Sähkö- ja energiatekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025;Vaasan yliopisto;Tekniikan ja innovaatiojohtamisen yksikkö;A;Sähkö- ja energiatekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025 | Vaasan yliopisto;Sähkö- ja energiatekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;92.0;Sähkö- ja energiatekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;tekniikka
1.2.246.562.20.00000000000000064203;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025;Vaasan yliopisto;Tekniikan ja innovaatiojohtamisen yksikkö;A;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta 2025 | Vaasan yliopisto;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;91.1504424778761;Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-valintayhteistyö | Vaasan yliopisto;tekniikka
1.2.246.562.20.00000000000000056170;Datateknik, utbildningsprogrammet i informationsteknologi, teknologie kandidat och diplomingenjör, (3+2 år) - DIA gemensam antagning;Åbo Akademi;Fakulteten för naturvetenskaper och teknik;A;Datateknik, utbildningsprogrammet i informationsteknologi, teknologie kandidat och diplomingenjör, (3+2 år) - DIA gemensam antagning | Åbo Akademi;Datateknik, utbildningsprogrammet i informationsteknologi, teknologie kandidat och diplomingenjör, (3+2 år) - DIA-antagningssamarbetet | Åbo Akademi;92.51700680272108;Datateknik, utbildningsprogrammet i informationsteknologi, teknologie kandidat och diplomingenjör, (3+2 år) - DIA-antagningssamarbetet | Åbo Akademi;tekniikka
1.2.246.562.20.00000000000000056171;Datavetenskap, utbildningsprogrammet i informationsteknologi, kandidat i naturvetenskaper och filosofie magister (3+2 år);Åbo Akademi;Fakulteten för naturvetenskaper och teknik;A;Datavetenskap, utbildningsprogrammet i informationsteknologi, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;Datavetenskap, utbildningsprogrammet i informationsteknologi, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;100.0;Datavetenskap, utbildningsprogrammet i informationsteknologi, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;tietojenkäsittelytieteet
1.2.246.562.20.00000000000000056172;Fysik, Kemi, Matematik, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år);Åbo Akademi;Fakulteten för naturvetenskaper och teknik;A;Fysik, Kemi, Matematik, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;Fysik, Kemi, Matematik, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;100.0;Fysik, Kemi, Matematik, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år) | Åbo Akademi;fysiikka
1.2.246.562.20.00000000000000056176;Utbildningsprogrammet i kemi- och processteknik, teknologie kandidat och diplomingenjör (3+2 år), DIA gemensam antagning;Åbo Akademi;Fakulteten för naturvetenskaper och teknik;A;Utbildningsprogrammet i kemi- och processteknik, teknologie kandidat och diplomingenjör (3+2 år), DIA gemensam antagning | Åbo Akademi;Utbildningsprogrammet i kemi- och processteknik, teknologie kandidat och diplomingenjör (3+2 år), DIA-antagningssamarbetet | Åbo Akademi;91.85185185185185;Utbildningsprogrammet i kemi- och processteknik, teknologie kandidat och diplomingenjör (3+2 år), DIA-antagningssamarbetet | Åbo Akademi;tekniikka
1.2.246.562.20.00000000000000056370;Molekyylibiotieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Helsingin yliopisto;Bio- ja ympäristötieteellinen tiedekunta;B;Molekyylibiotieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;Molekyylibiotieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Molekyylibiotieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;biokemia ja molekyylibiotieteet
1.2.246.562.20.00000000000000056374;Eläinlääketieteen kandiohjelma, eläinlääketieteen kandidaatti ja lisensiaatti (3 v + 3 v);Helsingin yliopisto;Eläinlääketieteellinen tiedekunta;B;Eläinlääketieteen kandiohjelma, eläinlääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;Eläinlääketieteen kandiohjelma, eläinlääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;100.0;Eläinlääketieteen kandiohjelma, eläinlääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;eläinlääketiede
1.2.246.562.20.00000000000000056375;Farmaseutin koulutusohjelma, farmaseutti (3 v);Helsingin yliopisto;Farmasian tiedekunta;B;Farmaseutin koulutusohjelma, farmaseutti (3 v) | Helsingin yliopisto;Farmaseutin koulutusohjelma, farmaseutti (3 v) | Helsingin yliopisto;100.0;Farmaseutin koulutusohjelma, farmaseutti (3 v) | Helsingin yliopisto;farmasia
1.2.246.562.20.00000000000000054978;Pf-koulutus, proviisorin koulutusohjelma, proviisori (2 v);Helsingin yliopisto;Farmasian tiedekunta;B;Pf-koulutus, proviisorin koulutusohjelma, proviisori (2 v) | Helsingin yliopisto;Pf-koulutus, proviisorin koulutusohjelma, proviisori (2 v) | Helsingin yliopisto;100.0;Pf-koulutus, proviisorin koulutusohjelma, proviisori (2 v) | Helsingin yliopisto;farmasia
1.2.246.562.20.00000000000000056376;Proviisorin koulutusohjelma, farmaseutti ja proviisori (3 v + 2 v);Helsingin yliopisto;Farmasian tiedekunta;B;Proviisorin koulutusohjelma, farmaseutti ja proviisori (3 v + 2 v) | Helsingin yliopisto;Proviisorin koulutusohjelma, farmaseutti ja proviisori (3 v + 2 v) | Helsingin yliopisto;100.0;Proviisorin koulutusohjelma, farmaseutti ja proviisori (3 v + 2 v) | Helsingin yliopisto;farmasia
1.2.246.562.20.00000000000000058219;Hammaslääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v);Helsingin yliopisto;Lääketieteellinen tiedekunta;B;Hammaslääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Helsingin yliopisto;Hammaslääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Helsingin yliopisto;100.0;Hammaslääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Helsingin yliopisto;hammaslääketiede
1.2.246.562.20.00000000000000058217;Lääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v);Helsingin yliopisto;Lääketieteellinen tiedekunta;B;Lääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;Lääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;100.0;Lääketiede (opetus suomeksi), lääketieteen ja hammaslääketieteen kandiohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Helsingin yliopisto;lääketiede
1.2.246.562.20.00000000000000058218;Medicin (undervisning på svenska), kandidatprogrammet i medicin och odontologi, medicine kandidat och licentiat (3 år + 3 år);Helsingin yliopisto;Lääketieteellinen tiedekunta;B;Medicin (undervisning på svenska), kandidatprogrammet i medicin och odontologi, medicine kandidat och licentiat (3 år + 3 år) | Helsingin yliopisto;Medicin (undervisning på svenska), kandidatprogrammet i medicin och odontologi, medicine kandidat och licentiat (3 år + 3 år) | Helsingin yliopisto;100.0;Medicin (undervisning på svenska), kandidatprogrammet i medicin och odontologi, medicine kandidat och licentiat (3 år + 3 år) | Helsingin yliopisto;lääketiede
1.2.246.562.20.00000000000000062432;Biolääketiede, Kuopio, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Biolääketiede, Kuopio, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;Biolääketiede, Kuopio, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;100.0;Biolääketiede, Kuopio, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;biolääketiede
1.2.246.562.20.00000000000000062402;Farmaseutin koulutusohjelma, Kuopio, farmaseutti (3 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Farmaseutin koulutusohjelma, Kuopio, farmaseutti (3 v) | Itä-Suomen yliopisto;Farmaseutin koulutusohjelma, Kuopio, farmaseutti (3 v) | Itä-Suomen yliopisto;100.0;Farmaseutin koulutusohjelma, Kuopio, farmaseutti (3 v) | Itä-Suomen yliopisto;farmasia
1.2.246.562.20.00000000000000062487;Hammaslääketiede, Kuopio, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Hammaslääketiede, Kuopio, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Itä-Suomen yliopisto;Hammaslääketieteen koulutusohjelma, Kuopio, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Itä-Suomen yliopisto;91.52542372881356;Hammaslääketieteen koulutusohjelma, Kuopio, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Itä-Suomen yliopisto;hammaslääketiede
1.2.246.562.20.00000000000000062490;Lääketiede, Kuopio, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Lääketiede, Kuopio, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Itä-Suomen yliopisto;Lääketieteen koulutusohjelma, Kuopio, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Itä-Suomen yliopisto;90.38461538461539;Lääketieteen koulutusohjelma, Kuopio, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Itä-Suomen yliopisto;lääketiede
1.2.246.562.20.00000000000000062411;Maisterihaku, Proviisorin koulutusohjelma, Kuopio, proviisori (2 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Maisterihaku, Proviisorin koulutusohjelma, Kuopio, proviisori (2 v) | Itä-Suomen yliopisto;Maisterihaku, Proviisorin koulutusohjelma, Kuopio, proviisori (2 v) | Itä-Suomen yliopisto;100.0;Maisterihaku, Proviisorin koulutusohjelma, Kuopio, proviisori (2 v) | Itä-Suomen yliopisto;farmasia
1.2.246.562.20.00000000000000062407;Proviisorin koulutusohjelma, Kuopio, farmaseutti ja proviisori (3 v + 2 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Proviisorin koulutusohjelma, Kuopio, farmaseutti ja proviisori (3 v + 2 v) | Itä-Suomen yliopisto;Proviisorin koulutusohjelma, Kuopio, farmaseutti ja proviisori (3 v + 2 v) | Itä-Suomen yliopisto;100.0;Proviisorin koulutusohjelma, Kuopio, farmaseutti ja proviisori (3 v + 2 v) | Itä-Suomen yliopisto;farmasia
1.2.246.562.20.00000000000000062414;Ravitsemustiede, Kuopio, terveystieteiden kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Terveystieteiden tiedekunta;B;Ravitsemustiede, Kuopio, terveystieteiden kandidaatti ja maisteri (3 v + 2 v) | Itä-Suomen yliopisto;Ravitsemustiede, Kuopio, terveystieteiden kandidaatti ja maisteri (3 v + 2 v) | Itä-Suomen yliopisto;100.0;Ravitsemustiede, Kuopio, terveystieteiden kandidaatti ja maisteri (3 v + 2 v) | Itä-Suomen yliopisto;ravitsemustiede
1.2.246.562.20.00000000000000055929;Biokemia, Biokemian tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Oulun yliopisto;Biokemian ja molekyylilääketieteen tiedekunta;B;Biokemia, Biokemian tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Oulun yliopisto;Biokemia, Biokemian tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Biokemia, Biokemian tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Oulun yliopisto;biokemia ja molekyylibiotieteet
1.2.246.562.20.00000000000000057269;Hammaslääketiede, Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v);Oulun yliopisto;Lääketieteellinen tiedekunta;B;Hammaslääketiede, Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Oulun yliopisto;Hammaslääketiede, Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Oulun yliopisto;100.0;Hammaslääketiede, Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Oulun yliopisto;hammaslääketiede
1.2.246.562.20.00000000000000057268;Lääketiede, Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v);Oulun yliopisto;Lääketieteellinen tiedekunta;B;Lääketiede, Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Oulun yliopisto;Lääketiede, Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Oulun yliopisto;100.0;Lääketiede, Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Oulun yliopisto;lääketiede
1.2.246.562.20.00000000000000063500;Bioteknologian ja biolääketieteen tekniikan koulutus, Luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Tampereen yliopisto;Lääketieteen ja terveysteknologian tiedekunta;B;Bioteknologian ja biolääketieteen tekniikan koulutus, Luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Tampereen yliopisto;Bioteknologian ja biolääketieteen tekniikan koulutus, Luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Tampereen yliopisto;100.0;Bioteknologian ja biolääketieteen tekniikan koulutus, Luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Tampereen yliopisto;biokemia ja molekyylibiotieteet
1.2.246.562.20.00000000000000062871;Lääketieteen koulutus, Lääketieteen kandidaatti ja lääketieteen lisensiaatti (3 v + 3 v);Tampereen yliopisto;Lääketieteen ja terveysteknologian tiedekunta;B;Lääketieteen koulutus, Lääketieteen kandidaatti ja lääketieteen lisensiaatti (3 v + 3 v) | Tampereen yliopisto;Lääketieteen koulutus, Lääketieteen kandidaatti ja lääketieteen lisensiaatti (3 v + 3 v) | Tampereen yliopisto;100.0;Lääketieteen koulutus, Lääketieteen kandidaatti ja lääketieteen lisensiaatti (3 v + 3 v) | Tampereen yliopisto;lääketiede
1.2.246.562.20.00000000000000056849;Biolääketieteen ja lääkekehityksen tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Turun yliopisto;Lääketieteellinen tiedekunta;B;Biolääketieteen ja lääkekehityksen tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;Biolääketieteen ja lääkekehityksen tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;100.0;Biolääketieteen ja lääkekehityksen tutkinto-ohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;biolääketiede
1.2.246.562.20.00000000000000057242;Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v);Turun yliopisto;Lääketieteellinen tiedekunta;B;Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Turun yliopisto;Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Turun yliopisto;100.0;Hammaslääketieteen tutkinto-ohjelma, hammaslääketieteen kandidaatti ja lisensiaatti (3 v + 2,5 v) | Turun yliopisto;hammaslääketiede
1.2.246.562.20.00000000000000057241;Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v);Turun yliopisto;Lääketieteellinen tiedekunta;B;Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Turun yliopisto;Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Turun yliopisto;100.0;Lääketieteen tutkinto-ohjelma, lääketieteen kandidaatti ja lisensiaatti (3 v + 3 v) | Turun yliopisto;lääketiede
1.2.246.562.20.00000000000000056867;Biokemia, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Turun yliopisto;Teknillinen tiedekunta;B;Biokemia, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;Biokemia, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;100.0;Biokemia, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Turun yliopisto;biokemia ja molekyylibiotieteet
1.2.246.562.20.00000000000000056169;Kandidatprogrammet i farmaci, farmaceut (3 år);Åbo Akademi;Fakulteten för naturvetenskaper och teknik;B;Kandidatprogrammet i farmaci, farmaceut (3 år) | Åbo Akademi;Kandidatprogrammet i farmaci, farmaceut (3 år) | Åbo Akademi;100.0;Kandidatprogrammet i farmaci, farmaceut (3 år) | Åbo Akademi;farmasia
1.2.246.562.20.00000000000000056178;Magisterprogrammet i farmaci, provisor (2 år);Åbo Akademi;Fakulteten för naturvetenskaper och teknik;B;Magisterprogrammet i farmaci, provisor (2 år) | Åbo Akademi;Magisterprogrammet i farmaci, provisor (2 år) | Åbo Akademi;100.0;Magisterprogrammet i farmaci, provisor (2 år) | Åbo Akademi;farmasia
1.2.246.562.20.00000000000000056175;Utbildningsprogrammet i farmaci, farmaceut och provisor (3+2 år);Åbo Akademi;Fakulteten för naturvetenskaper och teknik;B;Utbildningsprogrammet i farmaci, farmaceut och provisor (3+2 år) | Åbo Akademi;Utbildningsprogrammet i farmaci, farmaceut och provisor (3+2 år) | Åbo Akademi;100.0;Utbildningsprogrammet i farmaci, farmaceut och provisor (3+2 år) | Åbo Akademi;farmasia
1.2.246.562.20.00000000000000056371;Biologian kandiohjelma (suomen kielen taitoisille hakijoille), luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Helsingin yliopisto;Bio- ja ympäristötieteellinen tiedekunta;C;Biologian kandiohjelma (suomen kielen taitoisille hakijoille), luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;Biologian kandiohjelma (suomen kielen taitoisille hakijoille), luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Biologian kandiohjelma (suomen kielen taitoisille hakijoille), luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;biologia ja ympäristötieteet
1.2.246.562.20.00000000000000056372;Kandidatprogrammet i biologi (för sökande med kunskaper i svenska), kandidat i naturvetenskaper och filosofie magister (3 år + 2 år);Helsingin yliopisto;Bio- ja ympäristötieteellinen tiedekunta;C;Kandidatprogrammet i biologi (för sökande med kunskaper i svenska), kandidat i naturvetenskaper och filosofie magister (3 år + 2 år) | Helsingin yliopisto;Kandidatprogrammet i biologi (för sökande med kunskaper i svenska), kandidat i naturvetenskaper och filosofie magister (3 år + 2 år) | Helsingin yliopisto;100.0;Kandidatprogrammet i biologi (för sökande med kunskaper i svenska), kandidat i naturvetenskaper och filosofie magister (3 år + 2 år) | Helsingin yliopisto;biologia ja ympäristötieteet
1.2.246.562.20.00000000000000056373;Ympäristötieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Helsingin yliopisto;Bio- ja ympäristötieteellinen tiedekunta;C;Ympäristötieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;Ympäristötieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Ympäristötieteiden kandiohjelma, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Helsingin yliopisto;biologia ja ympäristötieteet
1.2.246.562.20.00000000000000056414;Elintarviketieteiden kandiohjelma, elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Maatalous-metsätieteellinen tiedekunta;C;Elintarviketieteiden kandiohjelma, elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;Elintarvike- ja ravitsemustieteiden kandiohjelma, elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;93.7759336099585;Elintarvike- ja ravitsemustieteiden kandiohjelma, elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;elintarviketieteet
1.2.246.562.20.00000000000000056415;Maataloustieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Maatalous-metsätieteellinen tiedekunta;C;Maataloustieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;Maataloustieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Maataloustieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;maatalous- ja metsätieteet
1.2.246.562.20.00000000000000056416;Metsätieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Maatalous-metsätieteellinen tiedekunta;C;Metsätieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;Metsätieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Metsätieteiden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;maatalous- ja metsätieteet
